attrezzature,attrezzature_lingue,bagni,booking_link,camere,categoria,classificazione,comfort,denominazione_struttura,email,fax,first_word_number,geo_x,geo_y,id_struttura,info_indirizzo,latitude,letti,longitude,n_reviews,nome,posizione,provincia,pulizia,rapporto qualità prezzo,rating,servizi,staff,stato,tel,wifi gratuito,comune,Indirizzo,Cap,Località
,,5.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Case Tonon,,,,0.0,0.0,588735982,,0.0,24.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,4.0,Complementari,Locazione turistica imprenditoriale,,Chalet Meridiana,,,,0.0,0.0,621566438,,0.0,8.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet dei Reparti sub 7,,,,0.0,0.0,264230403,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Michela sub 3,,,,0.0,0.0,653354762,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,5.0,,0.0,Complementari,Foresterie lombarde,,Chalet Alfonz,info@alfonz.it,,,6.05215626949e+17,5.1472522885299904e+17,66454901,,5.14725228852999e+17,22.0,6.05215626949e+17,,,,SO,,,,,,,,,bormio,via don angelo moltrasio 22,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Le Betulle Bormio sub 93,,,,0.0,0.0,487600849,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,7.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Tusetti Massimiliano,,,,0.0,0.0,360125905,,0.0,22.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Sertorelli Ciro,,,,0.0,0.0,321580965,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Cecilia / Sosio DesirÃ¨,,,,0.0,0.0,83034218,,0.0,14.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Simonelli Lucia,,,,0.0,0.0,456285168,,0.0,10.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Vitali Maria Rosa,,,,0.0,0.0,83228453,,0.0,5.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Pedranzini Emilia sub 66,,,,0.0,0.0,467324260,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Dolce Casa,camilla.brielli.1996@gmail.com,,,6.051722952e+17,5.14698187019e+17,66455057,,5.14698187019e+17,5.0,6.051722952e+17,,,,SO,,,,,,,3938054026,,bormio,via santa barbara 10,,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Parmeggiani Luca Maria,,,,0.0,0.0,196903018,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamenti Bianciardi Paolo,,,,0.0,0.0,135688766,,0.0,5.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Tagliacarne Dedi,,,,0.0,0.0,323778668,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Compagnoni Cristina sub 72,,,,0.0,0.0,463839504,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Appartamento dei Cas Nicola - Via Rovinaccia, 15",,,,0.0,0.0,551823312,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Agazzi Silvia,,,,0.0,0.0,193024067,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet Alfonz sub 11,,,,0.0,0.0,458173495,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Milano, 38 sub 18",,,,0.0,0.0,461190978,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Michela sub 6,,,,0.0,0.0,653354788,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata non centralizzata,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio custodito,Parco o giardino,Ristorante vegetariano,Sala televisione separata,Salone di bellezza,Sauna privata,Tavernetta o tavola calda,Trasporto clienti stazione","Francese,Inglese,Tedesco",39.0,,39.0,Alberghiere,Alberghi 3 stelle,,FUNIVIA,info@hotelfunivia.it,0342 905337,,6.05664305058e+17,5.14652818855e+17,9741244,,5.14652818855e+17,65.0,6.05664305058e+17,,,,SO,,,,,,,0342 903242,,bormio,via funivia 34,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Cecilia - Via Federici,,,,0.0,0.0,83228566,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Immobiliare Stelvio s.r.l.,,,,0.0,0.0,103907916,,0.0,13.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,"Bracchi Michele - Via Campello, 10",,,,0.0,0.0,631221297,,0.0,12.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,1.0,Complementari,Locazione turistica imprenditoriale,,Chalet Meridiana sub 15,,,,0.0,0.0,621566440,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,0.0,Complementari,Foresterie lombarde,,Baita Fazz,,,,0.0,0.0,343835654,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via Fiera 11,,,,0.0,0.0,135429587,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Laura,,,,0.0,0.0,97660794,,0.0,5.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Premesan,,,,0.0,0.0,88619454,,0.0,7.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,13.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Michela BO,,,,0.0,0.0,83228002,,0.0,25.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Roma, 44",,,,0.0,0.0,503210202,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Dalla Longa Simona,,,,0.0,0.0,667717388,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Case Tonon 7,,,,0.0,0.0,588735989,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,3.0,Alberghiere,Alberghi 2 stelle,,GUFO DIPENDENZA,info@hotelgufo.com,0342 904727,,6.05362786099e+17,5.14678246413e+17,9762087,,5.14678246413e+17,12.0,6.05362786099e+17,,,,SO,,,,,,,0342 904727,,bormio,via mulini,23032.0,
,,36.0,,36.0,Alberghiere,Alberghi 3 stelle,,Funivia Bormio,,,,0.0,0.0,442472226,,0.0,70.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via Giacinto Sertorelli,,,,0.0,0.0,314141945,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,4.0,,4.0,Complementari,Bed & Breakfast,,CHALET DELL'ERMELLINO,,,,6.04895915554999e+17,5.14670765201e+17,9763035,,5.14670765201e+17,9.0,6.04895915554999e+17,,,,SO,,,,,,,389 1464829,,bormio,via guicciardi 16,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Stefy,,,,0.0,0.0,97660849,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Pronfoghel Cristiana,,,,0.0,0.0,132920488,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Arrighi Monica sub 8,,,,0.0,0.0,632617693,,0.0,1.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Broli Anna,,,,0.0,0.0,667717405,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,21.0,,21.0,Alberghiere,Alberghi 3 stelle,,Baita Fanti,,,,0.0,0.0,107519292,,0.0,44.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Schiantarelli Simone,,,,0.0,0.0,101872810,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Bolognini Marco Alessandro,,,,0.0,0.0,645299778,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Berri Gianluca,,,,0.0,0.0,105460690,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Cola Oscar - sub.20,,,,0.0,0.0,264230653,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Casa Francesca,misterbebi@libero.it,,,6.04966679208999e+17,5.1467951931699904e+17,66454911,,5.14679519316999e+17,10.0,6.04966679208999e+17,,,,SO,,,,,,,,,bormio,via cacciatori delle alpi 24/b,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Monte Ortigara, 9",,,,0.0,0.0,456285297,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,4.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Berta,,,,0.0,0.0,83228496,,0.0,10.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet Alfonz sub 3,,,,0.0,0.0,458173492,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,12.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Michela BO,,,,0.0,0.0,653354738,,0.0,25.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Chalet dei reparti,,,,0.0,0.0,156124681,,0.0,12.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Simonelli Lucia sub 12,,,,0.0,0.0,456732937,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Tropeano Matteo,,,,0.0,0.0,667621289,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Schiantarelli Paola,,,,0.0,0.0,645299805,,0.0,10.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,CAV Majercikova Jana sub 39,,,,0.0,0.0,449871957,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Andreoli Benito,,,,0.0,0.0,97660709,,0.0,7.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Chalet Stelvio,,,,6.05956475621e+17,5.1466448655399904e+17,66454933,,5.14664486553999e+17,5.0,6.05956475621e+17,,,,SO,,,,,,,,,bormio,via s.antonio 9,,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Mocavini Leonardo,,,,0.0,0.0,472827891,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Traversi Vincenzina,,,,0.0,0.0,456285220,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Giochi per bambini,Parcheggio custodito,Parco o giardino,Sala lettura separata,Sala televisione separata",Tedesco,8.0,,8.0,Alberghiere,Alberghi 3 stelle,,SCI SPORT,scisport@bormio.it,0342 904378,,6.08337272654999e+17,5.15145004939e+17,9742321,,5.15145004939e+17,17.0,6.08337272654999e+17,,,,SO,,,,,,,0342 904362,,bormio,lungo frodolfo credaro 3/4,23032.0,
,,2.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento DallÃ² Enrico,,,,0.0,0.0,241364895,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Baita nei Pra,,,,0.0,0.0,175557912,,0.0,12.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Nani - Pedrana Bruno,,,,0.0,0.0,83228540,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Chalet Alfonz sub 12,,,,0.0,0.0,458173498,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Pedrana Albina,,,,0.0,0.0,635684278,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Compagnoni Clara,,,,0.0,0.0,321580967,,0.0,5.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Access. diversamente abili parziale,Accesso a vetture private,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Giochi per bambini,Lavaggio e stiratura biancheria,Parco o giardino,Sala lettura separata,Sala televisione separata,Sauna privata,Tavernetta o tavola calda","Francese,Inglese,Spagnolo,Tedesco",51.0,,52.0,Alberghiere,Alberghi 3 stelle,,NAZIONALE,info@nazionalebormio.it,0342 905294,,6.05303046679e+17,5.1470826376799904e+17,9741052,,5.14708263767999e+17,98.0,6.05303046679e+17,,,,SO,,,,,,,0342 903361,,bormio,via al forte 28,23032.0,
"Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Ristorante,Sala televisione separata","Francese,Inglese,Tedesco",21.0,,21.0,Alberghiere,Alberghi 3 stelle,,STELLA,staronline@libero.it,0342 904741,,6.05420082979e+17,5.1468613964099904e+17,9742563,,5.14686139640999e+17,34.0,6.05420082979e+17,,,,SO,,,,,,,0342 910397,,bormio,via roma 101,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamento Via Coltura 20,,,,0.0,0.0,150268466,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,11.0,,0.0,Alberghiere,Alberghi 4 stelle,,SOTTOVENTO,booking@sottoventobormio.it,0342 919607,,6.05199217744e+17,5.1469585735999904e+17,9760071,,5.14695857359999e+17,56.0,6.05199217744e+17,,,,SO,,,,,,,0342 904384,,bormio,via santa barbara 11,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Bruno,,,,0.0,0.0,85196708,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,6.0,,0.0,Complementari,Alloggi Agrituristici,,AGRITURISMO LA STALLA,agriturismolastalla@gmail.com,,,6.04520322122e+17,5.1464233347199904e+17,65347374,,5.14642333471999e+17,30.0,6.04520322122e+17,,,,SO,,,,,,,338 4742450,,bormio,via pietro rini 3,,
,,0.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Tusetti Massimiliano sub 13,,,,0.0,0.0,360125921,,0.0,0.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Canepari Luigi,,,,0.0,0.0,83033687,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,"Bormio Stay - Via Milano, 38",,,,0.0,0.0,461190976,,0.0,6.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,6.0,,6.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,BAITA DIANA,baitadiana@bormio.it,0342 904734,,6.05891228384e+17,5.1466331451e+17,13477389,,5.1466331451e+17,12.0,6.05891228384e+17,,,,SO,,,,,,,0342 903793,,bormio,via sant'antonio 12,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Bellotti Eugenio,,,,0.0,0.0,423253422,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,2.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Sosio Benedetta SUB 6,,,,0.0,0.0,284032767,,0.0,8.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Relax e Natura Sassello,,,,0.0,0.0,135429591,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Marchesi Daniele,,,,0.0,0.0,366027874,,0.0,5.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,4.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Casa Caste,,,,6.05222833853999e+17,5.1464041223099904e+17,83034209,,5.14640412230999e+17,19.0,6.05222833853999e+17,,,,SO,,,,,,,328 0288702,,bormio,via battaglion tirano 3/c,23032.0,
,,1.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Zanello Ugo Ottaviano,,,,0.0,0.0,156124668,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Foresterie lombarde,,Mauri Luisella,lucioschianta@live.it,,,6.05098267837999e+17,5.14707901972e+17,66454929,,5.14707901972e+17,16.0,6.05098267837999e+17,,,,SO,,,,,,,348 2874201,,bormio,via capitano berni 12,,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Capinera,simonetta.company@gmail.com,,,6.06565423503e+17,5.14676361179e+17,65498715,,5.14676361179e+17,6.0,6.06565423503e+17,,,,SO,,,,,,,339 3867504,,bormio,via monta cristallo 12,,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - via Roma 39 bilo,,,,0.0,0.0,123225155,,0.0,4.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,23.0,,0.0,Alberghiere,Alberghi 4 stelle,,EDEN,info@edenbormio.it,0342 919984,,6.05464881616999e+17,5.14660862435e+17,9760307,,5.14660862435e+17,47.0,6.05464881616999e+17,,,,SO,,,,,,,0342 911669,,bormio,via funivia 3,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Rossini Matteo,arientibeatrice@gmail.com,,,6.05800161748999e+17,5.1466521298799904e+17,65499070,,5.14665212987999e+17,8.0,6.05800161748999e+17,,,,SO,,,,,,,3357535696,,bormio,via per piatta 8,,
"Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Giochi per bambini,Parcheggio custodito,Parco o giardino,Sala lettura separata,Sala televisione separata,Tavernetta o tavola calda","Francese,Inglese,Tedesco",22.0,,22.0,Alberghiere,Alberghi 3 stelle,,VILLA RINA,info@hotelvillarina.it,0342 919805,,6.04797720373e+17,5.1464179718399904e+17,9742525,,5.14641797183999e+17,38.0,6.04797720373e+17,,,,SO,,,,,,,0342 901674,,bormio,via milano 77,23032.0,
"Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Autorimessa,Bar,Custodia valori in cassaforte,Giochi per bambini,Lavaggio e stiratura biancheria,Parcheggio non custodito,Parco o giardino,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Salone di bellezza,Sauna privata","Francese,Inglese,Tedesco",54.0,,54.0,Alberghiere,Alberghi 4 stelle,,BAITA CLEMENTI,info@baitaclementi.com,0342 903649,,6.05095951582e+17,5.14671000241e+17,9742752,,5.14671000241e+17,131.0,6.05095951582e+17,,,,SO,,,,,,,0342 904473,,bormio,via milano 46,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Dei Cas Roberto,da91@libero.it,,,6.05615144216999e+17,5.1466494175599904e+17,65499065,,5.14664941755999e+17,3.0,6.05615144216999e+17,,,,SO,,,,,,,3394041074,,bormio,via coltura 18/a,,
,,3.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Appartamenti Compagnoni Loredana - Bormio,,,,0.0,0.0,633301614,,0.0,10.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Case ed appartamenti per vacanze gestiti in forma imprenditoriale,,Bormio Stay - Via Milano 48,,,,0.0,0.0,121727690,,0.0,3.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,1.0,,0.0,Complementari,Locazione turistica non imprenditoriale,,Appartamento Longa Silvana Francesca,,,,0.0,0.0,330363278,,0.0,2.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Casa Cater,realgrappeggia@tiscali.it,,,6.05722734830999e+16,5.1469567598e+17,65498997,,5.1469567598e+17,4.0,6.05722734830999e+16,,,,SO,,,,,,,3487721301,,bormio,via de simoni 6,,
,,3.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Compagnoni Renata,,,,0.0,0.0,435403447,,0.0,12.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Accesso a mezzi pubblici,Accesso a vetture private,Accettazione gruppi,Autorimessa,Bar,Custodia valori in cassaforte,Lavaggio e stiratura biancheria,Parco o giardino,Ristorante,Ristorante vegetariano,Sala lettura separata,Sala televisione separata,Trasporto clienti stazione","Francese,Inglese,Tedesco",15.0,,15.0,Alberghiere,Alberghi 3 stelle,,TERME,info@termebormio.it,0342 910156,,6.05192308246999e+17,5.14732379678e+17,9741658,,5.14732379678e+17,24.0,6.05192308246999e+17,,,,SO,,,,,,,0342 904679,,bormio,via martinelli 6,23032.0,
,,6.0,,0.0,Complementari,Foresterie lombarde,,Serena Rooms,,,,0.0,0.0,111364064,,0.0,10.0,0.0,,,,SO,,,,,,,,,bormio,,23032.0,
"Accettazione animali domestici,Bar,Custodia valori in cassaforte,Ristorante","Francese,Inglese,Tedesco",13.0,,14.0,Alberghiere,Alberghi 2 stelle,,EIRA,info@hoteleirabormio.it,0342 919630,,6.05566557897999e+17,5.1462093375099904e+17,9741424,,5.14620933750999e+17,22.0,6.05566557897999e+17,,,,SO,,,,,,,0342 911716,,bormio,via per piatta 24,23032.0,
"Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Ascensore,Bar,Custodia valori in cassaforte,Ristorante,Sala lettura separata,Sala televisione separata","Inglese,Tedesco",19.0,,0.0,Alberghiere,Alberghi 3 stelle,,GUFO,info@hotelgufo.com,0342 904727,,6.05400290722999e+17,5.1468618861199904e+17,9741579,,5.14686188611999e+17,36.0,6.05400290722999e+17,,,,SO,,,,,,,0342 904727,,bormio,via roma 107,23032.0,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Sertorelli Marco,cinzia.sertorelli@gmail.com,,,6.05385784472999e+17,5.1472548088899904e+17,65498874,,5.14725480888999e+17,2.0,6.05385784472999e+17,,,,SO,,,,,,,3479072617,,bormio,via p. pedranzini 17,,
,,16.0,,0.0,Complementari,Case e appartamenti per vacanze (NON gestiti in forma imprenditoriale),,Appartamento Cola Oscar,colaoscar@gmail.com,,,6.05906043964999e+17,5.14684739735e+17,65498946,,5.14684739735e+17,3.0,6.05906043964999e+17,,,,SO,,,,,,,3391776365,,bormio,via morcelli 22,,
