name,url,rating,price,contact,via,CAP,comune
Rifugio Zucco Della Croce,https://www.tripadvisor.it/Restaurant_Review-g2314056-d6893941-Reviews-Rifugio_Zucco_Della_Croce-Cassina_Valsassina_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341998291,Localita Lo Zucco della Croce SNC Strada per la Culmine S. Pietro / Vedeseta ,23817, Cassina Valsassina
Il Galletto della Puppola,https://www.tripadvisor.it/Restaurant_Review-g1582779-d6689111-Reviews-Il_Galletto_della_Puppola-Barzio_Province_of_Lecco_Lombardy.html,4.0,fascia media,+393349121671,Localita Noccoli 1 ,23816, Barzio
Hamburgeria Birreria Jalapeno,https://www.tripadvisor.it/Restaurant_Review-g2314056-d10125352-Reviews-Hamburgheria_birreria_jalapeno-Cassina_Valsassina_Province_of_Lecco_Lombardy.html,4.0,fascia media,+393474815371,Via Combia 3 ,23817, Cassina Valsassina
Ristorante-Bar La Culmine di San Pietro,https://www.tripadvisor.it/Restaurant_Review-g2314056-d6002597-Reviews-Ristorante_Bar_La_Culmine_di_San_Pietro-Cassina_Valsassina_Province_of_Lecco_Lom.html,3.5,fascia media,+390341998108,Loc. Passo Culmine si San Pietro ,23817, Cassina Valsassina
Il Forno di Cassina,https://www.tripadvisor.it/Restaurant_Review-g2314056-d6692445-Reviews-Il_Forno_di_Cassina-Cassina_Valsassina_Province_of_Lecco_Lombardy.html,4.5,cibo economico,+390341996366,Via Sensinallo 24 ,23817, Cassina Valsassina
Rifugio Baita della Luna,https://www.tripadvisor.it/Restaurant_Review-g21085072-d5786131-Reviews-Rifugio_Baita_della_Luna-Piani_di_Artavaggio_Province_of_Lecco_Lombardy.html,2.0,cibo economico,+390341997938,Via Piani di Artavaggio 4 ,23817, Piani di Artavaggio
Agriturismo Stella Alpina,https://www.tripadvisor.it/Restaurant_Review-g2299515-d7008135-Reviews-Agriturismo_Stella_Alpina-Cremeno_Province_of_Lecco_Lombardy.html,3.5,fascia media,+393333233301,Culmine San Pietro 500 metri all'interno dello sterrato,,Cremeno
Belvedere,https://www.tripadvisor.it/Restaurant_Review-g2314056-d3643236-Reviews-Belvedere-Cassina_Valsassina_Province_of_Lecco_Lombardy.html,4.0,fascia media,+390341996277,Passo Culmine S. Pietro,,Cassina Valsassina
Ristorante Da Cesarino,https://www.tripadvisor.it/Restaurant_Review-g2314056-d4588673-Reviews-Ristorante_Da_Cesarino-Cassina_Valsassina_Province_of_Lecco_Lombardy.html,3.0,cibo economico,+390341910614,Via per Cassina ,23817, Cassina Valsassina
I Malpensanti del Trieste,https://www.tripadvisor.it/Restaurant_Review-g1966160-d1964889-Reviews-I_Malpensanti_del_Trieste-Monticelli_d_Ongina_Province_of_Piacenza_Emilia_Romagn.html,4.5,fascia media,+390523815269,Via Trieste Number 3 Monticelli D'Ongina PC ,29010, Monticelli d'Ongina
Ristorante K2,https://www.tripadvisor.it/Restaurant_Review-g966837-d3365628-Reviews-Ristorante_K2-Foppolo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034574105,Via Foppelle 42 ,24010, Foppolo
La Terrazza - Rifugio Montebello,https://www.tripadvisor.it/Restaurant_Review-g966837-d8605600-Reviews-La_Terrazza_Rifugio_Montebello-Foppolo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393290519508,via Foppelle 42 via Foppelle 42 ,24010, Foppolo
Hotel Pedretti Restaurant,https://www.tripadvisor.it/Restaurant_Review-g1826734-d3386748-Reviews-Hotel_Pedretti_Restaurant-Branzi_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034571121,Via Umberto Primo 23 Hotel Pedretti ,24010, Branzi
Ristorante dell'Hotel Rododendro,https://www.tripadvisor.it/Restaurant_Review-g966837-d4082121-Reviews-Ristorante_dell_Hotel_Rododendro-Foppolo_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034574040,Via Piave 2 Alta Val brembana ,24010, Foppolo
St. Ambroeus,https://www.tripadvisor.it/Restaurant_Review-g966837-d3932344-Reviews-St_Ambroeus-Foppolo_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034574290,Via Ronchi 67 ,24010, Foppolo
Ristorante Stella Alpina,https://www.tripadvisor.it/Restaurant_Review-g966837-d3733514-Reviews-Ristorante_Stella_Alpina-Foppolo_Province_of_Bergamo_Lombardy.html,3.5,cibo economico,+39034574033,Via Ronchi 81 ,24010, Foppolo
Mc Victor's,https://www.tripadvisor.it/Restaurant_Review-g966837-d7702941-Reviews-Mc_Victor_s-Foppolo_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034574223,18 Via Ronchi ,24010, Foppolo
Rifugio Terre Rosse,https://www.tripadvisor.it/Restaurant_Review-g1826735-d3482499-Reviews-Rifugio_Terre_Rosse-Carona_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+393420522307,Localita Carisole,,Carona
Trattoria Afra,https://www.tripadvisor.it/Restaurant_Review-g2374919-d3380685-Reviews-Trattoria_Afra-Valleve_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034578035,Via 4 Novembre 9,,Valleve
Hotel des Alpes,https://www.tripadvisor.it/Restaurant_Review-g966837-d9563893-Reviews-Hotel_des_Alpes-Foppolo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034574037,Via Cortivo 9 ,24010, Foppolo
Ristorante Papa,https://www.tripadvisor.it/Restaurant_Review-g194899-d4087123-Reviews-Ristorante_Papa-San_Pellegrino_Terme_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034521194,Via De' Medici 4 ,24016, San Pellegrino Terme
Ristorante Gran Baita,https://www.tripadvisor.it/Restaurant_Review-g2374919-d4053692-Reviews-Ristorante_Gran_Baita-Valleve_Province_of_Bergamo_Lombardy.html,4.0,,+39034578003,Via Teggia 5 ,24010, Valleve
Albergo Ristorante Corona,https://www.tripadvisor.it/Restaurant_Review-g1826734-d2164442-Reviews-Hotel_Ristorante_Corona-Branzi_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034571042,Via S. Rocco 8 ,24010, Branzi
Old Fox,https://www.tripadvisor.it/Restaurant_Review-g12123680-d10757819-Reviews-Old_Fox-Isola_di_Fondra_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034571558,Via Piazzola 8 ,24010, Isola di Fondra
Bar Pizzeria La Strada,https://www.tripadvisor.it/Restaurant_Review-g2374919-d12795403-Reviews-Bar_Pizzeria_La_Strada-Valleve_Province_of_Bergamo_Lombardy.html,5.0,cibo economico,+39034578065,Via IV Novembre 6 ,24010, Valleve
Trattoria delle Miniere,https://www.tripadvisor.it/Restaurant_Review-g2551924-d3669072-Reviews-Trattoria_delle_Miniere-Lenna_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+3903451720026,Via della Coltura,,Lenna
Trattoria la Tavernetta,https://www.tripadvisor.it/Restaurant_Review-g2138360-d4059825-Reviews-Trattoria_la_Tavernetta-Bracca_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034597172,Via Pregaroldi 16 B ,24010, Bracca
Albergo Panoramico,https://www.tripadvisor.it/Restaurant_Review-g4877198-d8338796-Reviews-Albergo_Panoramico-Moio_de_Calvi_Province_of_Bergamo_Lombardy.html,3.5,,34581038,Via Foppo 49 ,24010, Moio de' Calvi
Miramonti Ristorante Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g10367072-d4895924-Reviews-Miramonti_Ristorante_Pizzeria-Valnegra_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034582631,Via Provinciale ,24010, Valnegra
Ristorante Pizzeria la Baracca,https://www.tripadvisor.it/Restaurant_Review-g3734027-d7260712-Reviews-Ristorante_Pizzeria_la_Baracca-Camerata_Cornello_Province_of_Bergamo_Lombardy.html,3.5,fascia media,+39034541694,Via Orbrembo 106 ,24010, Camerata Cornello
Taverna dei Battibecchi,https://www.tripadvisor.it/Restaurant_Review-g3198189-d13737961-Reviews-Taverna_dei_Battibecchi-Piazza_Brembana_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034581364,Via dei Fosà 4 ,24014, Piazza Brembana
Ristorante Pizzeria Moral,https://www.tripadvisor.it/Restaurant_Review-g2551924-d3812682-Reviews-Ristorante_Pizzeria_Moral-Lenna_Province_of_Bergamo_Lombardy.html,3.0,fascia media,+39034581129,Via Scalvino 1 facebook: Ristorante Pizzeria Moral ,24010, Lenna
Hotel Da Bettina Restaurant,https://www.tripadvisor.it/Restaurant_Review-g1826734-d5522733-Reviews-Hotel_Da_Bettina_Restaurant-Branzi_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034571008,Via Zappello 19 ,24010, Branzi
I Riviù,https://www.tripadvisor.it/Restaurant_Review-g1826734-d13347944-Reviews-I_Riviu-Branzi_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393454096632,Via Rivioni 14 ,24010, Branzi
Agriturismo Alle Baite,https://www.tripadvisor.it/Restaurant_Review-g1826734-d3331872-Reviews-Agriturismo_Alle_Baite-Branzi_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+393382113930,Via Rivioni,,Branzi
Ca' de Sass,https://www.tripadvisor.it/Restaurant_Review-g1813852-d7046679-Reviews-Ca_de_Sass-Temu_Province_of_Brescia_Lombardy.html,3.0,fascia media,+39036494442,Via Prevale' 6 ,25050, Temù
Traviolo,https://www.tripadvisor.it/Restaurant_Review-g1813852-d3876764-Reviews-Traviolo-Temu_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364906066,Via Pravalè 7 ,25050, Temù
El biöl,https://www.tripadvisor.it/Restaurant_Review-g1813852-d4341666-Reviews-El_Biol-Temu_Province_of_Brescia_Lombardy.html,3.5,fascia media,+390364906147,Via Cavaione di Fuori 32 ,25050, Temù
La vecchia lanterna,https://www.tripadvisor.it/Restaurant_Review-g1813852-d3668543-Reviews-La_vecchia_lanterna-Temu_Province_of_Brescia_Lombardy.html,4.0,fascia media,+3903641956169,Via Roma 53 ,25050, Temù
La Maralsina,https://www.tripadvisor.it/Restaurant_Review-g1813852-d6954016-Reviews-La_Maralsina-Temu_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+3903641730695,Localita Casola 1 ,25050, Temù
Roccolo1723 a Rif. Roccolo Ventura,https://www.tripadvisor.it/Restaurant_Review-g1813852-d19724861-Reviews-Rifugio_Roccolo1723_at_Roccolo_Ventura-Temu_Province_of_Brescia_Lombardy.html,4.0,fascia media,+393290046084,Roccolo Ventura Temù ,25050, Temù
La fucina,https://www.tripadvisor.it/Restaurant_Review-g1813852-d4027226-Reviews-La_fucina-Temu_Province_of_Brescia_Lombardy.html,3.5,fascia media,+39036494359,Via Saletti 4 ,25050, Temù
A-Tipico,https://www.tripadvisor.it/Restaurant_Review-g1813852-d2529528-Reviews-A_Tipico-Temu_Province_of_Brescia_Lombardy.html,4.0,fascia media,+3903641955125,Piazzetta Vecchia Via Ballardini 2,,Temù
La casera,https://www.tripadvisor.it/Restaurant_Review-g1813852-d4751442-Reviews-La_casera-Temu_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+393479335176,Via Prevale' 1 ,25050, Temù
Trattoria Adamello La Büsa,https://www.tripadvisor.it/Restaurant_Review-g2005249-d5522725-Reviews-Trattoria_Adamello_La_Busa-Edolo_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+3903641873004,Via Guglielmo Marconi 18 ,25048, Edolo
Bar Tavola Calda Rododendro,https://www.tripadvisor.it/Restaurant_Review-g644267-d3360023-Reviews-Bar_Tavola_Calda_Rododendro-Passo_del_Tonale_Province_of_Trento_Trentino_Alto_Adi.html,4.0,cibo economico,+390364900259,Via Case Sparse Del Tonale 79 ,25056, Passo del Tonale
Osteria la Cantinetta,https://www.tripadvisor.it/Restaurant_Review-g2333995-d3426878-Reviews-Osteria_la_Cantinetta-Sonico_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393664989691,Piazza Don Antonio Cauzzi 1 ,25048, Sonico
Ristorante Osteria Lissidini,https://www.tripadvisor.it/Restaurant_Review-g1522921-d2437475-Reviews-Ristorante_Osteria_Lissidini-Vione_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+390364792170,Via Nazionale 15 ,25050, Vione
B&B Vecchia Scuola,https://www.tripadvisor.it/Restaurant_Review-g5123519-d12538235-Reviews-B_B_Vecchia_Scuola-Villa_Dalegno_Temu_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+393398636069,Via 4 Novembre 5 ,25050, Villa Dalegno Temù
La Trattoria del Viandante,https://www.tripadvisor.it/Restaurant_Review-g1526074-d2304633-Reviews-La_Trattoria_del_Viandante-Bagolino_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39036599869,Via Fioravanti Moreschi 28 ,25072, Bagolino
Ristorante Pizzeria Al Cavallino,https://www.tripadvisor.it/Restaurant_Review-g1526074-d4732189-Reviews-Ristorante_Pizzeria_Al_Cavallino-Bagolino_Province_of_Brescia_Lombardy.html,4.0,fascia media,+39036599103,Via S. Giorgio 164 ,25072, Bagolino
la Baita,https://www.tripadvisor.it/Restaurant_Review-g1526074-d4473921-Reviews-La_Baita-Bagolino_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+393396347281,Via Pissisidolo 1 ,25072, Bagolino
La Malga del Re - Azienda Agricola Buccio Mario,https://www.tripadvisor.it/Restaurant_Review-g1526074-d12215046-Reviews-La_Malga_del_Re_Azienda_Agricola_Buccio_Mario-Bagolino_Province_of_Brescia_Lomb.html,5.0,fascia media,+393383260824,Via Sant'Anna 37 ,25072, Bagolino
piccolo hotel Cerreto,https://www.tripadvisor.it/Restaurant_Review-g1526074-d3477841-Reviews-Piccolo_hotel_Cerreto-Bagolino_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39036599208,Via Cerreto,,Bagolino
Ristorante Stella Alpina,https://www.tripadvisor.it/Restaurant_Review-g1526074-d5038068-Reviews-Ristorante_Pizzeria_Stella_Alpina-Bagolino_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390365515057,Via Valle Dorizzo 1 ,25072, Bagolino
Trattoria Cerreto,https://www.tripadvisor.it/Restaurant_Review-g1526074-d19112498-Reviews-Trattoria_Cerreto-Bagolino_Province_of_Brescia_Lombardy.html,5.0,fascia media,+390365903227,Via Cerreto 1 ,25072, Bagolino
Ristorante Rifugio Fabus da Mandoli,https://www.tripadvisor.it/Restaurant_Review-g1526074-d4222503-Reviews-Ristorante_Rifugio_Fabus_da_Mandoli-Bagolino_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393486133548,Località Maniva Rifugio Fabus ,25072, Bagolino
Paolo Market Alimentari,https://www.tripadvisor.it/Restaurant_Review-g3445185-d9745229-Reviews-Paolo_Market-Ponte_Caffaro_Bagolino_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390365990121,Via Caduti 49 ,25072, Ponte Caffaro Bagolino
Bar Maniva,https://www.tripadvisor.it/Restaurant_Review-g1526074-d14095532-Reviews-Bar_Maniva-Bagolino_Province_of_Brescia_Lombardy.html,3.5,,+393396415945,Piazza Guglielmo Marconi 2 ,25072, Bagolino
Ristorante Villa La Pausa,https://www.tripadvisor.it/Restaurant_Review-g3445185-d3618181-Reviews-Villa_la_Pausa-Ponte_Caffaro_Bagolino_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390365990618,Via San Giacomo 42 ,25072, Ponte Caffaro Bagolino
Al Caminetto,https://www.tripadvisor.it/Restaurant_Review-g1526074-d6692275-Reviews-Al_Caminetto-Bagolino_Province_of_Brescia_Lombardy.html,3.0,fascia media,+39036599320,Via Valle Dorizzo 25,,Bagolino
Pasticceria Evelina,https://www.tripadvisor.it/Restaurant_Review-g1526074-d16755202-Reviews-Pasticceria_Evelina-Bagolino_Province_of_Brescia_Lombardy.html,4.0,,+390365903232,Via San Giorgio 79 ,25072, Bagolino
S. Antonio,https://www.tripadvisor.it/Restaurant_Review-g2305661-d8435359-Reviews-S_Antonio-Anfo_Province_of_Brescia_Lombardy.html,4.0,cibo economico,,Via Sant'antonio 52 ,25070, Anfo
Agritur Bagolin o Melchiori,https://www.tripadvisor.it/Restaurant_Review-g187861-d4173993-Reviews-Agritur_Bagolin_o_Melchiori-Trento_Province_of_Trento_Trentino_Alto_Adige.html,4.0,,,Via Valle 23 Ton ,38123, Trento
Ca del Vin,https://www.tripadvisor.it/Restaurant_Review-g194683-d2051746-Reviews-Ca_del_Vin-Bardolino_Province_of_Verona_Veneto.html,3.5,fascia media,+390456210006,Via Palestro 12 ,37011, Bardolino
Tappa Fissa Nozza,https://www.tripadvisor.it/Restaurant_Review-g2533480-d5488769-Reviews-La_Pasticceria_di_Nozza-Vestone_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39036581145,Via Giacomo Matteotti 50 ,25078, Vestone
Terramina cafe di La bottega dei sapori snc,https://www.tripadvisor.it/Restaurant_Review-g2530285-d4507293-Reviews-Terramina_cafe_di_La_bottega_dei_sapori_snc-Parona_Verona_Province_of_Verona_Ven.html,4.5,fascia media,+39045942604,Piazza del Porto 1 ,37124, Parona Verona
Pizzeria Joselito,https://www.tripadvisor.it/Restaurant_Review-g3445185-d3442208-Reviews-Pizzeria_Joselito-Ponte_Caffaro_Bagolino_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390365990336,Via Tito Speri 5-7 ,25072, Ponte Caffaro Bagolino
Brett Gastronomia,https://www.tripadvisor.it/Restaurant_Review-g644254-d23448214-Reviews-Brett_Gastronomia-Salo_Province_of_Brescia_Lombardy.html,4.5,fascia media,+3903651905659,Via Mattia Butturini 20 ,25087, Salò
Chalet Maniva,https://www.tripadvisor.it/Restaurant_Review-g1526074-d3776216-Reviews-Chalet_Maniva-Bagolino_Province_of_Brescia_Lombardy.html,3.5,fascia media,+393248022296,Località Maniva 6 Giogo del Maniva ,25072, Bagolino
Al Pescatore,https://www.tripadvisor.it/Restaurant_Review-g1526074-d2514005-Reviews-Al_Pescatore-Bagolino_Province_of_Brescia_Lombardy.html,3.5,fascia media,+390365990192,Via dei Quadri IV 36 Ponte Caffaro ,25072, Bagolino
Hosteria Brescia,https://www.tripadvisor.it/Restaurant_Review-g2294103-d2569408-Reviews-Hosteria_Brescia-Ospitaletto_Province_of_Brescia_Lombardy.html,4.5,fascia media,+39030640988,Via Brescia 22 ,25035, Ospitaletto
La Locanda del Borgo Vecchio,https://www.tripadvisor.it/Restaurant_Review-g2370871-d3935840-Reviews-La_Locanda_del_Borgo_Vecchio-Orzinuovi_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393663653444,Via Mensa 1 Frazione Ovanengo ,25034, Orzinuovi
Ristorante Imbarcadero,https://www.tripadvisor.it/Restaurant_Review-g2305661-d4597315-Reviews-Ristorante_Imbarcadero-Anfo_Province_of_Brescia_Lombardy.html,4.0,cibo economico,+390365800007,Via Rimembranza 12 ,25070, Anfo
Quinto Gusto Caffè e Cucina,https://www.tripadvisor.it/Restaurant_Review-g664239-d10055539-Reviews-Quinto_Gusto-Lovere_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39035960272,Via Tadini 44/46 Sul lungolago sotto i portici di Palazzo Tadini ,24065, Lovere
Pizzeria Fata Morgana,https://www.tripadvisor.it/Restaurant_Review-g2440053-d6453101-Reviews-Pizzeria_Fata_Morgana_Cologne-Cologne_Province_of_Brescia_Lombardy.html,4.5,fascia media,+390307050127,Via Fratelli Facchetti 2 ,25033, Cologne
pizzeria dunvegan,https://www.tripadvisor.it/Restaurant_Review-g194736-d3619527-Reviews-Pizzeria_Dunvegan-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+393469779403,Via funivia 14 ,23023, Chiesa In Valmalenco
Ristorante Malenco,https://www.tripadvisor.it/Restaurant_Review-g194736-d1402742-Reviews-Ristorante_Malenco-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342452182,Via Funivia 20 ,23023, Chiesa In Valmalenco
Osteria 99,https://www.tripadvisor.it/Restaurant_Review-g194736-d3507917-Reviews-Osteria_99-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342454056,Via Franco Sampietro 28 ,23023, Chiesa In Valmalenco
La Volta,https://www.tripadvisor.it/Restaurant_Review-g194736-d1972862-Reviews-La_Volta-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342454051,Via Milano 48 ,23023, Chiesa In Valmalenco
Barsport,https://www.tripadvisor.it/Restaurant_Review-g194736-d3265471-Reviews-Barsport-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+393476441332,loc. Vassalini ,23023, Chiesa In Valmalenco
Agriturismo la Polveriera,https://www.tripadvisor.it/Restaurant_Review-g194736-d6375917-Reviews-Agriturismo_la_Polveriera-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+390342454270,Località Val Rosera ,23023, Chiesa In Valmalenco
Ristorante Braciasco,https://www.tripadvisor.it/Restaurant_Review-g194736-d8512814-Reviews-Ristorante_Braciasco-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342452052,Località San Giuseppe ,23023, Chiesa In Valmalenco
Enoteca Gazzi,https://www.tripadvisor.it/Restaurant_Review-g194736-d10082087-Reviews-Enoteca_Gazzi-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342451128,Via Roma 117 ,23023, Chiesa In Valmalenco
Ristorante Il Vassallo,https://www.tripadvisor.it/Restaurant_Review-g194736-d2216343-Reviews-Restaurant_Il_Vassallo-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342451200,Via Vassalini 27 ,23023, Chiesa In Valmalenco
Rifugio Motta,https://www.tripadvisor.it/Restaurant_Review-g194736-d3566447-Reviews-Rifugio_Motta-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342451406,Sasso Alto 2130 m,,Chiesa In Valmalenco
Chalet Tana del Grillo,https://www.tripadvisor.it/Restaurant_Review-g194736-d2267997-Reviews-Chalet_Tana_del_Grillo_Ristorante_e_hotel-Chiesa_In_Valmalenco_Province_of_Sondri.html,4.5,fascia media,+393349002723,Pian del Lupo Chiareggio ,23023, Chiesa In Valmalenco
Rifugio Alpe Palu - Da Beppe,https://www.tripadvisor.it/Restaurant_Review-g194736-d4820086-Reviews-Rifugio_Alpe_Palu_Da_Beppe-Chiesa_In_Valmalenco_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342452201,Localita Palu' SNC ,23023, Chiesa In Valmalenco
