nome,booking_link,indirizzo,rating,n_reviews,staff,servizi,pulizia,comfort,rapporto qualità prezzo,posizione,wifi gratuito,comune,stato,CAP,first_word_number,info_indirizzo,località
"Bormio suite apartment, terme e sci a 5 min. di auto",https://www.booking.com/hotel/it/bormio-terme-e-sci-a-5-min-di-auto.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,via scleva 5/c,,42 recensioni esterne,,,,,,,,Valdisotto,Italia,23030.0,False,,
Comfortable apartment in the heart of Lecco,https://www.booking.com/hotel/it/comfortable-apartment-in-the-heart-of-lecco.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9sZWNjb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC0riLpAbAAgHSAiRjMDg1YWFjNC02YzVmLTQzNjItYTE5Yi0xNTA2NjQxNWZlMTLYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=bddc3869c98a003b&srepoch=1686297683&from=searchresults#hotelTmpl,Viale Filippo Turati 16,,,,,,,,,,Lecco,Italia,23900.0,True,,
Rifugio Zoia,https://www.booking.com/hotel/it/rifugio-zoia.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306352&from=searchresults#hotelTmpl,campo moro,"9,1",32 recensioni,"9,8","9,4","9,5","9,7","8,4","9,7","7,5",Chiesa in Valmalenco,Italia,23023.0,False,,
Baita Truzz appartamento Monte,https://www.booking.com/hotel/it/baita-truzz-appartamento-monte.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=618&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via saroch 192/c,,,,,,,,,,Livigno,Italia,23041.0,False,,
Hotel Vallechiara,https://www.booking.com/hotel/it/vallechiara-valdisotto-bormio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,,"8,7",611 recensioni,"8,9","8,6","9,2","9,1","8,7","9,2","7,4",Bormio,Italia,23030.0,False,, ciuk
Accogliente struttura nel cuore della Valmalenco,https://www.booking.com/hotel/it/accogliente-struttura-nel-cuore-della-valmalenco.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306364&from=searchresults#hotelTmpl,contrada costi 3,"8,5",34 recensioni,"8,8","8,8","8,5","8,6","8,8","9,0",10,Chiesa in Valmalenco,Italia,23023.0,False,primo piano,
B&B Casa Taralin,https://www.booking.com/hotel/it/b-amp-b-casa-taralin.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via fratelli lazzaroni 13,"9,3",69 recensioni,"9,7","9,3","9,7","9,5","9,1","9,1","8,8",Teglio,Italia,23036.0,False,,
Casa Lea,https://www.booking.com/hotel/it/casa-lea-pisogne.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297231&from=searchresults#hotelTmpl,,"9,0",2 recensioni,10,10,"8,8","8,8","7,5","7,5",,Pisogne,Italia,25055.0,False,, lea inferiore fraine
Chalet Da Florin,https://www.booking.com/hotel/it/chalet-da-florin.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=92013ed296980064&srepoch=1686300966&from=searchresults#hotelTmpl,via florin 265,"9,6",59 recensioni,"9,9","9,8","9,8","10,0","9,9","9,2","9,6",Livigno,Italia,23041.0,False,,
Soggiorno Vacanze Stella Alpina,https://www.booking.com/hotel/it/soggiorno-vacanze-stella-alpina.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via prevalè 2b,"9,1",79 recensioni,"9,8","9,2","9,5","9,5","9,0","9,2","8,5",Temù,Italia,25050.0,False,,
Chalet Selva,https://www.booking.com/hotel/it/chalet-selva.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxkaWRlbnRyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC9P6LpAbAAgHSAiQ0MjBkOGNlOC00OTJhLTRlZGItYjI3YS1mZmRjYjZjZjc2YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=a2bb49faef6901c7&srepoch=1686306678&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,ss301 ,"9,4",178 recensioni,"9,7","9,4","9,7","9,5","9,2","8,7","7,5",Valdidentro,Italia,23038.0,False,, arnoga
Lake Hotel La Pieve,https://www.booking.com/hotel/it/lake-pisogne.it.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9waXNvZ25lSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKDtYukBsACAdICJDQxNjMwZGFiLTMyZTUtNDE0OS05NjA5LTQxMjAxZDdlMzkzOdgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=bddc37813cde0420&srepoch=1686297220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via don giovanni recaldini 1,"8,8",226 recensioni,"9,6","9,1","9,5","9,3","8,6","8,6","9,6",Pisogne,Italia,25055.0,False,,
Ostello Casa Corti,https://www.booking.com/hotel/it/ostello-casa-corti.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxib25kaW9uZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCmrSLpAbAAgHSAiRhOGZmMTViMy1lNzJkLTQzNzAtYWE2OC00Njg3ZTUxNGVhOWTYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=96d8374cab030054&srepoch=1686297115&from=searchresults#hotelTmpl,via casa corti 2,"9,1",50 recensioni,"9,4","9,0","9,4","8,9","9,2","9,4","6,7",Valbondione,Italia,24020.0,False,,
Hotel Bel Sit,https://www.booking.com/hotel/it/bel-sit-madesimo.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,via nazionale 19,,,,,,,,,,Madesimo,Italia,23024.0,False,,
Le 4 Lune,https://www.booking.com/hotel/it/4lune.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via saletti 40,"9,4",25 recensioni,"9,4","9,3","9,6","9,7","8,6","9,7",,Temù,Italia,25050.0,False,,
Piccolo Paradiso,https://www.booking.com/hotel/it/piccolo-paradiso-chiavenna.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9waXVyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4K-LpAbAAgHSAiQ4ZTllODRmOS02ODFhLTRkMmQtOWM4YS02OTk5ZTQzZWNmYjPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=3475362f2294020c&srepoch=1686296545&from=searchresults#hotelTmpl,via case bassani 43,"9,0",48 recensioni,"9,6","9,3","9,4","9,1","9,5","9,3","9,2",Piuro,Italia,23020.0,False,,
Italianway - Al Forte 6,https://www.booking.com/hotel/it/italianway-al-forte-6-santa-lucia.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295880&from=searchresults#hotelTmpl,Via al Forte 6,"9,1",15 recensioni,"9,7","9,5","9,0","9,2","8,7","8,7",10,Valdisotto,Italia,23030.0,True,,
Aprica 11 Life Mountain,https://www.booking.com/hotel/it/aprica-11-life-mountain.it.html?aid=304142&label=gen173nr-1FCAQoggJCFHNlYXJjaF9jb3J0ZW5vIGdvbGdpSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuALfvoukBsACAdICJDNkNTdmZjc1LTg4OGEtNDg2OS04MTA1LWNjMDA1ZDBhMGE4MtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=9d2339ef0b6401ff&srepoch=1686298464&from=searchresults#hotelTmpl,Via Baradello 11,,,,,,,,,,Corteno Golgi,Italia,25040.0,True,,
Trilocale i Folletti,https://www.booking.com/hotel/it/eleonora-5b.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298789&from=searchresults#hotelTmpl,via saletti,"9,2",19 recensioni,"9,4","9,3","9,9","9,7","8,8","9,4",,Temù,Italia,25050.0,False,,
Bellavista,https://www.booking.com/hotel/it/bellavista-chiesa-in-valmalenco1.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9jaGllc2EgaW4gdmFsbWFsZW5jb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCrvyLpAbAAgHSAiRkM2U1ZGZhMC0wNThjLTQ2MzQtOWM5ZC0yMmY3NmRmNTk0MjnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=41&sr_order=popularity&srpvid=bb1b49576ad4010f&srepoch=1686306364&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via funivia 46,"8,5",4 recensioni,"9,4","9,4","9,4","9,4","8,8","9,4",,Chiesa in Valmalenco,Italia,23023.0,False,,
Casa panoramica,https://www.booking.com/hotel/it/casa-panoramica-temu.it.html?aid=304142&label=gen173nr-1FCAQoggJCC3NlYXJjaF90ZW11SBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKkwYukBsACAdICJDEyZTAzOWNkLTJhMmUtNDIxNS1hODE2LWJhODA3NGJmOGNlONgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&srpvid=3e1e3a925b2e0255&srepoch=1686298800&from=searchresults#hotelTmpl,Via Val D' Avio 10,,,,,,,,,,Temù,Italia,25050.0,True,,
Agriturismo Rini,https://www.booking.com/hotel/it/agriturismo-rini.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via cavalier pietro rini 2,"9,2",340 recensioni,"9,5","9,3","9,6","9,5","8,9","9,1","8,5",Bormio,Italia,23032.0,False,,
Casa Vacanze Ca' De Val,https://www.booking.com/hotel/it/casa-vacanze-ca-de-val.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via don romeo ballerini 1/3,"8,2",291 recensioni,"8,8","8,1","8,7","8,4","8,5","8,8","7,5",Campodolcino,Italia,23021.0,False,,
Residence Stefania,https://www.booking.com/hotel/it/residence-stefania-teglio.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296402&from=searchresults#hotelTmpl,via prato valentino snc.,"7,1",10 recensioni,"8,0","6,5","7,3","8,0","7,0","8,0",,Teglio,Italia,23036.0,False,,
Appartamento a due passi da Bormio,https://www.booking.com/hotel/it/appartamento-a-due-passi-da-bormio.it.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF92YWxkaXNvdHRvSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAK7qoukBsACAdICJGRkOTQxYWMxLWY2NjMtNGE1ZS04NTViLTA3ZWU3ZmZhNTI2ZtgCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5f4c34dd0c7d0002&srepoch=1686295868&from=searchresults#hotelTmpl,via al forte santa lucia 14/a,10,29 recensioni,10,"9,9",10,10,"9,8","9,6",10,Valdisotto,Italia,23030.0,False,,
Ca' La Vedescia Mansarda Beli Miri,https://www.booking.com/hotel/it/ca-la-vedescia-mansarda-beli-miri.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF90ZWdsaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsWui6QGwAIB0gIkZDQ3MzQ0NGQtYTg4Ny00Mjc5LTkwYmItNDJhY2RjZmI0Njg22AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=303b35e251a40183&srepoch=1686296390&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via pila boscarini 9,"9,3",3 recensioni,"9,2","9,2",10,10,"9,2","8,3",,Teglio,Italia,23036.0,False,,
Baita del Sole Appartamento 2,https://www.booking.com/hotel/it/baita-del-sole-appartamento-2.it.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9saXZpZ25vSBRYBGhxiAEBmAEUuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKk0oukBsACAdICJGQ5OWQ0Yjk5LWI4ZDItNGIxZS1iMGRlLTIxMTU0M2U5NTA0NdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=625&sr_order=popularity&srpvid=68053ef4348a039b&srepoch=1686301119&from=searchresults#hotelTmpl,via palipert 447,"9,7",6 recensioni,10,"9,6","9,6","9,2","9,2","8,8",,Livigno,Italia,23030.0,False,,
A casa di Romeo,https://www.booking.com/hotel/it/a-casa-di-romeo-madesimo.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF9tYWRlc2ltb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC67KLpAbAAgHSAiQ0ODlmNjVkMy0wYmNkLTRiODMtYjk1OS1jNzVkODUzOTdjOTPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=3f0236f502a2011f&srepoch=1686296941&from=searchresults#hotelTmpl,Via Giosuè Carducci 2,"9,5",8 recensioni,"9,6",10,"9,6",10,"8,9",10,,Madesimo,Italia,23024.0,True,,
Hotel Baita Dei Pini,https://www.booking.com/hotel/it/baita-dei-pini.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,via don evaristo peccedi 15,"8,8",1.208 recensioni,"9,3","9,0","9,4","9,3","8,6","9,4","8,5",Bormio,Italia,23032.0,False,,
Hotel Meublè Sertorelli Reit,https://www.booking.com/hotel/it/meuble-sertorelli-reit.it.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9ib3JtaW9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AsHHi6QGwAIB0gIkMDQ3ZGQ3NTktMjk4Yy00ODRiLWIwNjctMGQ4NzI5YWYxZDUw2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=c2c53c20d2460146&srepoch=1686299587&from=searchresults#hotelTmpl,via monte braulio 4,"8,9",971 recensioni,"9,2","9,1","9,5","9,3","8,7","9,4","8,6",Bormio,Italia,23032.0,False,,
Bottega 1892 Appartamento in centro storico,https://www.booking.com/hotel/it/bottega-1892-appartamento-in-centro-storico.it.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9ib3Jub0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4LaLpAbAAgHSAiQ5MDQ2ZTFmZC1mOWUxLTQwYzItOGU1OC0yMjgxMTM1MDJkNWPYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=b9d037f03684025c&srepoch=1686297441&from=searchresults#hotelTmpl,Via Monte Grappa 14,"8,0",1 recensione,10,10,10,10,10,10,,Borno,Italia,25042.0,True,,
Casa Silver,https://www.booking.com/hotel/it/casa-siver.it.html?aid=304142&label=gen173nr-1FCAQoggJCEnNlYXJjaF92YWxkaWRlbnRyb0gUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC9P6LpAbAAgHSAiQ0MjBkOGNlOC00OTJhLTRlZGItYjI3YS1mZmRjYjZjZjc2YTnYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=a2bb49faef6901c7&srepoch=1686306678&from=searchresults#hotelTmpl,via donati,"9,8",48 recensioni,"9,8","9,8",10,"9,9","9,8","9,7",10,Valdidentro,Italia,23038.0,False, piano terra,
Casa Michela Bilocale 2,https://www.booking.com/hotel/it/casa-michela-bilocale-2.it.html?aid=304142&label=gen173nr-1FCAQoggJCD3NlYXJjaF92YWxmdXJ2YUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gCjMOLpAbAAgHSAiQzZTVlMGEyNS1iODM3LTQzOTYtYTAwNy02ZTM1MDUxNDRlY2TYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=c0883b06c41d000e&srepoch=1686299021&from=searchresults#hotelTmpl,via meralda 2d,10,1 recensione,10,10,10,10,10,10,,Valfurva,Italia,23030.0,False,,
Hotel Riposo,https://www.booking.com/hotel/it/riposo.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,via de' medici 101,"8,2",407 recensioni,"9,0","8,3","8,8","8,6","8,4","8,0","8,4",San Pellegrino Terme,Italia,24016.0,False,,
Ca' del Michelàs,https://www.booking.com/hotel/it/ca-39-del-michelas.it.html?aid=304142&label=gen173nr-1FCAQoggJCG3NlYXJjaF9zYW4gcGVsbGVncmlubyB0ZXJtZUgUWARocYgBAZgBFLgBF8gBDNgBAegBAfgBA4gCAagCA7gC4ayLpAbAAgHSAiQ5NzlkNTE1Ni04MWZlLTQ5OTUtYjNhNS0wZmMzYjU0YmRmYjjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=414f357089c80185&srepoch=1686296163&from=searchresults#hotelTmpl,via torre 4,"8,8",80 recensioni,"9,6","8,9","9,3","9,1","9,2","8,9",10,San Pellegrino Terme,Italia,24016.0,False,,
Residence Larice Bianco App n5,https://www.booking.com/hotel/it/residence-larice-bianco-app-n5.it.html?aid=304142&label=gen173nr-1FCAQoggJCE3NlYXJjaF9jYW1wb2RvbGNpbm9IFFgEaHGIAQGYARS4ARfIAQzYAQHoAQH4AQOIAgGoAgO4AtG_i6QGwAIB0gIkMDA5NmM1YzktOWZiMy00MmY2LTljMjMtYTljZjYxZDEzNjVl2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=44673a28ca3b0198&srepoch=1686298578&from=searchresults#hotelTmpl,via delle soste 35,,,,,,,,,,Campodolcino,Italia,23021.0,False,,
